trigram,count
PART PRON PART,43
ADV DET SCONJ,23
INTJ NOUN CCONJ,44
ADV INTJ PRON,71
SCONJ PROPN SCONJ,31
INTJ PART PROPN,3
CCONJ INTJ PRON,22
CCONJ SYM X,37
DET PRON ADP,82
SCONJ NOUN INTJ,2
INTJ PRON ADP,16
X ADP PART,23
NUM INTJ PRON,32
NOUN SYM ADP,117
PART PART PROPN,22
DET SCONJ AUX,20
DET SCONJ NOUN,102
AUX SYM NOUN,36
INTJ ADP PUNCT,24
INTJ ADJ SCONJ,7
CCONJ INTJ DET,27
CCONJ X CCONJ,14
PART ADP SCONJ,33
PART SYM NOUN,26
X ADJ INTJ,7
ADJ INTJ ADJ,36
VERB CCONJ SYM,42
ADJ INTJ VERB,12
PART X PUNCT,52
INTJ PRON ADJ,21
SYM CCONJ SYM,44
SYM PUNCT SYM,94
PUNCT SYM PART,13
SYM PART SYM,4
ADP PART INTJ,4
PART INTJ ADP,6
ADJ NUM X,50
NUM ADV SYM,18
SYM ADV ADJ,31
AUX SCONJ X,24
ADP PART PRON,34
ADV DET SYM,41
X SCONJ SCONJ,19
X PART PUNCT,64
X DET DET,77
VERB INTJ INTJ,47
SYM AUX ADV,17
X AUX ADP,64
ADV CCONJ INTJ,6
SCONJ ADJ SYM,22
CCONJ X SYM,24
ADV X PART,27
PRON CCONJ SYM,3
PROPN SYM ADP,71
ADV INTJ SYM,3
PROPN SYM ADV,49
VERB ADV INTJ,40
ADV INTJ SCONJ,11
SYM ADJ ADP,45
PROPN SYM CCONJ,90
NUM X SYM,38
NOUN ADJ INTJ,79
ADV INTJ ADJ,16
INTJ ADJ ADJ,75
SCONJ VERB INTJ,14
NUM PART X,17
PART X AUX,88
X PRON CCONJ,36
ADV SYM ADV,34
SYM ADV SYM,5
DET PART PART,12
ADP X PART,37
PART NUM X,21
CCONJ INTJ INTJ,15
PART PART X,11
X PART PART,11
SCONJ VERB SYM,26
SYM VERB VERB,57
ADV ADP INTJ,19
INTJ PART VERB,54
PROPN ADP INTJ,69
DET INTJ PROPN,49
CCONJ AUX SYM,14
SYM ADP ADJ,48
SYM PART NOUN,86
DET DET SYM,17
ADJ AUX SYM,17
AUX SYM ADJ,11
ADV SYM VERB,23
DET SCONJ PART,19
AUX X SCONJ,20
SYM ADP ADV,5
X AUX PROPN,33
CCONJ SYM CCONJ,67
INTJ NOUN ADJ,49
ADV INTJ PART,2
ADV PART X,19
X PART X,38
VERB AUX SYM,22
PUNCT INTJ PART,53
INTJ PART PRON,4
INTJ X NUM,7
NUM ADP INTJ,9
ADP INTJ X,5
INTJ X VERB,12
X SCONJ CCONJ,12
PART INTJ VERB,15
PRON PART PRON,23
INTJ ADP VERB,39
AUX PART INTJ,13
PART INTJ PRON,13
INTJ SYM ADJ,5
AUX INTJ NUM,5
PART SYM ADP,2
PART SCONJ VERB,28
ADP PART ADP,51
PRON INTJ PRON,109
ADP PRON INTJ,44
DET PRON INTJ,3
INTJ PRON ADV,25
NOUN INTJ X,37
SYM CCONJ X,7
CCONJ CCONJ X,12
SYM DET CCONJ,46
X CCONJ INTJ,5
VERB PART INTJ,20
PART INTJ PROPN,17
ADP INTJ PRON,14
ADP VERB INTJ,31
VERB INTJ PRON,40
CCONJ DET INTJ,18
DET INTJ VERB,10
PART PART ADP,26
CCONJ X SCONJ,54
AUX X CCONJ,14
X ADP SCONJ,28
X PART PROPN,14
SYM DET AUX,10
SCONJ X AUX,30
SYM X NUM,47
PART X INTJ,1
X INTJ PRON,7
INTJ X ADP,9
X ADV PART,36
NUM AUX X,15
SYM X PART,11
INTJ ADV DET,21
NUM SYM PRON,16
SYM PART VERB,15
X SYM VERB,16
ADV X INTJ,14
X INTJ ADV,3
SYM VERB X,7
SYM SCONJ PUNCT,20
SYM SCONJ PROPN,23
SYM VERB INTJ,2
PART NUM PRON,31
ADJ NUM INTJ,43
X NOUN INTJ,26
PRON PRON SYM,15
INTJ INTJ X,29
INTJ X DET,6
INTJ DET X,1
NUM X PART,14
DET SYM PUNCT,14
INTJ PROPN ADV,42
SYM INTJ ADJ,9
SYM NOUN INTJ,33
X VERB AUX,45
SYM VERB CCONJ,26
DET CCONJ X,35
X SCONJ PART,21
NOUN INTJ PART,22
NUM INTJ CCONJ,21
INTJ CCONJ NUM,13
PART SYM PRON,6
ADV SYM PUNCT,36
SCONJ AUX SCONJ,9
SYM PRON PROPN,77
PUNCT INTJ SCONJ,82
INTJ SCONJ PUNCT,16
ADV INTJ ADV,13
INTJ CCONJ ADP,13
X ADP CCONJ,33
INTJ NUM ADJ,24
PRON DET INTJ,6
CCONJ ADJ INTJ,25
VERB AUX INTJ,3
SCONJ NUM X,24
PART CCONJ PART,14
ADJ PART CCONJ,29
PUNCT PART INTJ,14
ADP SYM X,14
SYM CCONJ NUM,9
NOUN SYM SCONJ,16
PRON PRON SCONJ,24
SYM ADV CCONJ,2
SYM ADJ PART,12
NOUN PART INTJ,15
PART INTJ AUX,5
INTJ NUM VERB,10
PRON INTJ NUM,8
CCONJ INTJ ADJ,9
PART SCONJ NOUN,44
SYM DET SYM,31
INTJ SYM NOUN,9
DET DET SCONJ,13
AUX INTJ DET,37
DET AUX INTJ,15
PRON PART CCONJ,24
AUX NOUN INTJ,11
VERB INTJ SCONJ,23
INTJ SCONJ DET,26
VERB PART SYM,9
SYM ADV NOUN,27
ADP INTJ AUX,10
INTJ AUX PRON,20
PRON NUM INTJ,14
INTJ NUM CCONJ,28
PRON X SCONJ,32
X CCONJ PART,35
SCONJ ADP SYM,23
INTJ NOUN SYM,6
DET X SYM,7
X ADJ DET,30
SYM X ADV,4
X DET SYM,8
DET SYM PRON,6
SYM PRON PART,6
PART X PART,6
INTJ DET AUX,34
ADJ DET SCONJ,8
X SCONJ NUM,17
SYM SYM DET,4
SCONJ X ADV,20
ADP SCONJ X,38
SCONJ SCONJ X,30
ADV X SCONJ,47
AUX SYM PRON,5
PRON SYM CCONJ,5
SYM CCONJ ADP,11
SYM INTJ ADP,26
INTJ AUX AUX,23
DET PRON SYM,17
SYM INTJ VERB,4
INTJ ADV NUM,17
INTJ VERB INTJ,13
ADJ SYM PRON,1
ADP PART X,9
SYM ADJ ADV,9
NUM SCONJ X,10
X AUX NUM,22
X NUM ADV,36
NOUN SCONJ SYM,16
SCONJ CCONJ INTJ,2
ADP SYM PART,6
SYM PART PART,1
DET X SCONJ,11
SYM SCONJ ADJ,12
INTJ SCONJ ADJ,9
SYM CCONJ NOUN,61
SYM CCONJ DET,18
ADJ SYM DET,14
SYM ADP PRON,19
SYM ADV PRON,4
ADJ INTJ ADP,25
ADV SYM INTJ,1
SYM ADV ADV,9
CCONJ SYM PRON,6
CCONJ PROPN INTJ,67
SYM VERB PART,37
PART PRON SCONJ,29
SCONJ X NUM,12
ADP INTJ SCONJ,3
PART X DET,11
PRON SYM ADV,3
SYM SCONJ ADP,6
NUM CCONJ INTJ,8
VERB SYM DET,21
PRON SYM VERB,11
INTJ ADJ X,8
AUX INTJ SCONJ,19
INTJ SCONJ VERB,22
CCONJ PART INTJ,1
PART PART INTJ,2
NUM PART INTJ,3
X ADP SYM,16
ADV PRON SYM,10
CCONJ INTJ VERB,24
INTJ SYM INTJ,9
INTJ DET ADV,14
SCONJ ADV X,28
X CCONJ SYM,13
AUX SYM SYM,4
SYM X VERB,13
DET INTJ DET,6
SYM PART NUM,17
INTJ PART ADJ,6
INTJ PART PART,44
DET SCONJ CCONJ,10
CCONJ INTJ SCONJ,5
SCONJ DET INTJ,17
NUM SYM INTJ,12
SYM ADP VERB,9
NUM SCONJ SYM,5
NUM CCONJ X,32
SCONJ SCONJ INTJ,1
ADP INTJ CCONJ,41
SCONJ ADV SYM,14
X AUX SCONJ,6
AUX SCONJ INTJ,2
SCONJ INTJ PRON,5
SYM CCONJ CCONJ,4
X PART NOUN,31
ADJ CCONJ SYM,22
CCONJ SYM AUX,2
SYM AUX PUNCT,24
SYM SYM ADJ,33
PRON X SYM,8
DET PRON SCONJ,8
SCONJ SCONJ PART,29
DET PART X,5
AUX INTJ VERB,18
PART SCONJ PART,20
PRON SCONJ X,21
ADJ ADJ INTJ,38
PRON INTJ CCONJ,2
ADJ DET PART,15
AUX CCONJ SYM,3
DET INTJ SYM,2
INTJ SYM DET,15
X INTJ CCONJ,6
NUM INTJ SCONJ,7
INTJ SCONJ NUM,15
SYM PRON ADV,14
NUM PART SCONJ,6
AUX AUX INTJ,16
INTJ INTJ CCONJ,21
INTJ PRON DET,18
INTJ PART ADP,1
ADV INTJ INTJ,11
PRON INTJ ADJ,12
INTJ PRON INTJ,13
INTJ ADJ PART,8
SCONJ INTJ VERB,5
SCONJ INTJ PROPN,4
INTJ ADV AUX,18
PART X CCONJ,6
PART INTJ CCONJ,3
PART SCONJ ADV,12
ADP INTJ INTJ,31
PRON PART NUM,9
PART DET INTJ,1
PRON PRON INTJ,21
AUX PART SYM,7
X SYM DET,14
ADP PART SCONJ,6
ADJ X INTJ,10
PART ADP AUX,13
PART DET CCONJ,8
INTJ CCONJ PART,6
SYM ADP CCONJ,4
INTJ ADP X,6
PART PART SCONJ,5
INTJ NUM X,9
SCONJ PROPN INTJ,9
PART SCONJ PUNCT,16
PART SCONJ CCONJ,4
INTJ SCONJ ADV,4
PRON INTJ AUX,8
DET INTJ AUX,6
VERB SCONJ INTJ,15
SCONJ INTJ AUX,5
CCONJ SCONJ INTJ,2
CCONJ X INTJ,2
X INTJ ADP,8
INTJ PROPN SYM,26
SYM X DET,9
PUNCT SYM AUX,71
SYM AUX ADJ,16
SCONJ PRON INTJ,2
SCONJ SCONJ SYM,3
SCONJ SYM AUX,10
DET SYM X,9
DET SYM CCONJ,9
ADV SYM X,18
DET SCONJ SYM,2
SCONJ SYM ADJ,3
ADP ADP INTJ,12
PRON INTJ DET,3
PART INTJ ADJ,5
NUM INTJ X,4
DET ADV INTJ,5
DET INTJ CCONJ,14
INTJ ADV CCONJ,9
AUX CCONJ CCONJ,7
INTJ DET CCONJ,1
NUM VERB INTJ,14
AUX SYM PUNCT,8
SYM AUX AUX,7
ADV X SYM,5
VERB SYM ADV,12
DET INTJ INTJ,10
SYM ADJ AUX,1
PART PRON X,11
INTJ ADP SYM,4
PRON SYM X,2
INTJ NOUN SCONJ,7
SYM PART PUNCT,6
PART PART CCONJ,8
SCONJ INTJ ADP,4
NUM PRON INTJ,6
DET PART PRON,17
X DET PART,4
SCONJ INTJ NOUN,3
NOUN INTJ AUX,35
INTJ ADP ADV,13
PART INTJ DET,8
VERB SYM PRON,8
SYM ADP AUX,1
ADP INTJ ADV,4
CCONJ INTJ ADV,12
SCONJ X CCONJ,7
INTJ NUM ADP,18
INTJ CCONJ ADV,24
INTJ ADP SCONJ,2
AUX SCONJ SYM,2
PART PART PART,20
NUM SCONJ INTJ,3
ADJ INTJ ADV,8
PRON ADJ INTJ,10
INTJ CCONJ SCONJ,8
X PART SCONJ,2
VERB SYM AUX,6
SYM AUX ADP,8
SYM CCONJ PRON,4
DET CCONJ INTJ,4
ADP INTJ VERB,24
INTJ PART ADV,17
SYM ADJ X,3
INTJ INTJ SYM,8
ADJ INTJ SCONJ,4
PROPN INTJ SCONJ,8
ADV SYM PART,3
PART SYM ADV,1
PART PART NUM,6
NUM PRON SCONJ,20
ADV PROPN INTJ,15
SYM SCONJ PART,1
NUM SYM PART,8
ADJ PART SYM,9
ADJ INTJ SYM,6
INTJ CCONJ AUX,12
PROPN INTJ SYM,20
INTJ SYM ADP,4
PART INTJ NOUN,10
X VERB SYM,18
AUX NUM INTJ,15
PRON SYM ADP,1
ADP INTJ DET,16
ADJ INTJ AUX,5
SYM INTJ X,1
X AUX CCONJ,9
VERB SYM ADP,15
ADV INTJ X,9
SYM PRON CCONJ,8
ADP SYM PRON,12
PART PART PRON,4
X DET CCONJ,4
SCONJ SYM ADV,3
INTJ VERB AUX,5
INTJ PART NOUN,3
PRON NUM SCONJ,14
DET SYM VERB,5
VERB SYM CCONJ,5
PROPN SYM SCONJ,8
VERB X INTJ,8
ADV NOUN INTJ,7
SCONJ PART SCONJ,6
ADP X INTJ,8
SCONJ SYM PUNCT,3
CCONJ INTJ X,3
X PART PRON,2
PRON INTJ INTJ,9
CCONJ CCONJ INTJ,1
INTJ ADJ DET,5
VERB INTJ X,6
VERB SYM PART,5
PRON SYM PART,1
NOUN DET INTJ,21
PART X SCONJ,2
ADV PART SCONJ,8
ADP SYM SCONJ,6
SYM CCONJ ADJ,21
X CCONJ CCONJ,4
X VERB INTJ,4
ADV DET INTJ,4
SCONJ NUM INTJ,3
AUX INTJ CCONJ,7
ADJ SYM X,10
ADJ SYM ADP,9
INTJ ADJ PRON,8
INTJ PRON SYM,1
SYM INTJ DET,8
SCONJ SYM SCONJ,18
NUM SYM SCONJ,3
SYM ADJ INTJ,1
DET SYM INTJ,2
INTJ SCONJ NOUN,11
NUM PRON X,11
SYM DET PART,4
X SYM ADV,1
AUX INTJ AUX,6
SYM SYM VERB,1
NUM INTJ PART,6
INTJ PART NUM,1
SCONJ PART CCONJ,6
INTJ AUX INTJ,1
DET INTJ SCONJ,1
SCONJ X INTJ,1
PRON NUM X,27
AUX SYM VERB,26
SYM DET ADP,3
SYM PART ADV,1
PART PRON INTJ,4
SYM X PRON,5
ADV SYM PRON,6
AUX INTJ PART,25
SYM ADV AUX,1
PRON PART SCONJ,1
INTJ ADV INTJ,2
AUX INTJ NOUN,8
PART ADV INTJ,2
ADP INTJ ADJ,7
SYM INTJ SYM,4
SYM SCONJ NUM,3
INTJ PRON SCONJ,3
X INTJ AUX,3
ADV INTJ CCONJ,10
PUNCT SYM INTJ,8
SYM AUX PRON,5
SYM CCONJ INTJ,2
NUM SYM ADV,14
SYM ADV NUM,38
INTJ SCONJ AUX,9
ADJ PART INTJ,1
DET PART INTJ,1
INTJ NUM SYM,5
INTJ SCONJ PART,3
INTJ ADJ CCONJ,13
NOUN SYM AUX,14
SYM PRON PRON,11
PRON SYM ADJ,16
NUM SYM AUX,1
SYM AUX NUM,1
INTJ INTJ PART,5
INTJ NUM ADV,1
INTJ NUM PART,3
INTJ INTJ AUX,7
INTJ ADJ SYM,2
SYM INTJ INTJ,1
AUX X INTJ,6
INTJ ADV PART,1
INTJ PROPN SCONJ,7
CCONJ INTJ NUM,14
SYM ADP X,6
SYM SCONJ VERB,6
AUX SYM X,1
PART SYM X,1
ADJ SYM SCONJ,3
PRON X INTJ,5
INTJ SCONJ ADP,5
INTJ X AUX,1
SYM AUX SYM,8
SCONJ INTJ ADJ,2
ADV PART CCONJ,2
X INTJ DET,2
ADJ AUX INTJ,1
SCONJ INTJ CCONJ,4
PART PART DET,6
PRON CCONJ CCONJ,5
INTJ ADP INTJ,4
ADP CCONJ INTJ,3
SYM INTJ SCONJ,1
NUM X INTJ,11
SYM X SCONJ,10
INTJ ADV X,2
X DET SCONJ,1
SYM PRON DET,4
INTJ VERB SYM,2
DET SYM AUX,1
SCONJ SYM X,2
INTJ INTJ SCONJ,8
AUX INTJ INTJ,4
SYM PART DET,3
ADJ SYM PART,6
SCONJ ADV INTJ,4
PART DET SCONJ,3
SCONJ CCONJ CCONJ,3
DET SYM SYM,3
SCONJ INTJ SCONJ,4
CCONJ INTJ SYM,4
PROPN SCONJ INTJ,2
AUX INTJ X,1
INTJ ADV SCONJ,5
PRON PART INTJ,3
CCONJ SYM ADV,4
SCONJ X SYM,8
DET PART NUM,5
DET DET INTJ,3
INTJ PRON X,7
SYM ADJ PRON,2
ADV SCONJ SYM,2
ADJ SYM CCONJ,5
ADJ VERB INTJ,7
SYM ADJ SCONJ,5
SCONJ SYM VERB,3
DET PART SCONJ,1
SYM INTJ ADV,5
NOUN SCONJ INTJ,2
VERB SYM INTJ,3
SYM PUNCT PART,10
X ADP INTJ,2
X NUM INTJ,8
CCONJ CCONJ SYM,12
INTJ NUM AUX,14
SCONJ INTJ NUM,9
ADV AUX INTJ,6
PART SCONJ X,1
PRON PART SYM,1
PART SYM DET,1
SYM SCONJ CCONJ,1
INTJ AUX NUM,3
X SYM ADP,5
AUX X SYM,2
SYM X CCONJ,3
INTJ AUX CCONJ,1
VERB INTJ SYM,3
DET ADP INTJ,2
SYM SYM CCONJ,2
X SYM SYM,6
ADP INTJ SYM,2
AUX SYM ADP,1
PRON INTJ SYM,1
SYM SCONJ ADV,2
INTJ SYM PART,1
INTJ DET INTJ,2
PART SCONJ SYM,1
X PART CCONJ,1
ADV SCONJ INTJ,1
INTJ ADP AUX,1
ADP SCONJ SYM,2
INTJ ADJ ADV,1
PART INTJ ADV,1
AUX SYM PART,3
SYM ADJ DET,2
PART SYM VERB,1
VERB SYM SCONJ,2
X SYM AUX,1
SYM INTJ PRON,1
SYM SYM ADP,3
PRON SYM SCONJ,1
PRON SYM AUX,2
X ADV INTJ,3
CCONJ INTJ PART,3
INTJ CCONJ SYM,1
INTJ SCONJ CCONJ,1
INTJ PART SCONJ,1
INTJ SCONJ SCONJ,1
SCONJ SYM CCONJ,1
DET SYM ADV,1
PART PRON SYM,1
SCONJ SYM SYM,1
PART INTJ PART,1
INTJ ADP PART,1
DET INTJ X,2
INTJ SYM CCONJ,1
SYM X AUX,1
SYM DET INTJ,3
ADJ DET INTJ,1
ADV SYM AUX,1
SCONJ SYM DET,2
CCONJ ADP INTJ,1
ADP INTJ PART,1
SYM ADV PART,1
INTJ ADP CCONJ,1
SYM ADP PART,1
INTJ X PART,1
INTJ DET PRON,1
